,filename,cough_detected,nframes,duration,status
11354,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b035424-6704-49dc-b013-abfd1b46043c.wav,0.993,222029.0,10.0693,
11358,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b07d063-511a-4246-9e1f-461384ed687d.webm,0.8509,215649.0,9.78,
11361,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b0c699b-dca8-4ed0-bf4b-319774d31c54.webm,0.9961,218295.0,9.9,
11370,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b1e82ca-3698-4749-979b-ea2a7c7e3422.webm,0.8822,215649.0,9.78,
11371,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b24b255-aa8e-473c-aa4f-a37b564255e7.webm,0.8322,153468.0,6.96,
11373,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b2ddf55-e5d1-410c-ad96-5fc460466e32.webm,0.9843,218295.0,9.9,
11375,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b3235dc-2f09-4736-8015-df372c8ed458.webm,0.9784,179928.0,8.16,
11377,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b36da9c-2a45-49f9-987e-78f077fdd6eb.ogg,0.9807,193276.0,8.7654,
11389,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b66adaa-ff22-45f1-b74e-9719c0d544f9.webm,0.9328,215649.0,9.78,
11392,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b729de6-daf8-492b-ade2-3a346ab64510.webm,0.99,219618.0,9.96,
11407,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b9d1b0a-e72e-4de3-8c0d-fcc7338b0247.webm,0.9952,109809.0,4.98,
11408,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8b9f72e3-c5ba-427b-b9b2-f99540e6422b.webm,0.9408,214326.0,9.72,
11409,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ba9d803-a7e7-44c1-a04b-9571be30d5ce.webm,0.9712,211680.0,9.6,
11413,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8bb6f42e-d056-486f-80e2-19ad2433c1b4.webm,0.9619,108486.0,4.92,
11425,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8bd242d1-398a-4d4e-a5bd-7717fcfd3035.webm,0.984,216972.0,9.84,
11426,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8bd3f001-43be-48f5-83d0-b233597c0916.webm,0.9901,211680.0,9.6,
11429,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8bdb0e7c-63c6-4e3c-ae92-ea65c2c2ca23.webm,0.9328,215649.0,9.78,
11442,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8c070414-d2b7-4577-91a4-4ccc9f833636.webm,0.9979,175959.0,7.98,
11460,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8c4b5422-c275-4092-9de6-e54318e317b3.webm,0.9783,99225.0,4.5,
11463,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8c515f5e-1c6e-4124-9461-b7bddab6ea2f.webm,0.969,216972.0,9.84,
11464,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8c51d55c-0e47-4314-a32c-842d3014c025.webm,0.7171,89964.0,4.08,
11480,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8c9e8d6b-0701-4310-bd35-41e12e827fea.webm,0.8949,216972.0,9.84,
11483,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ca7520c-2ac7-4d4a-a295-100de12fcaa1.webm,0.9269,205065.0,9.3,
11484,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cafa39d-2026-4e74-a83e-c055fe11a894.webm,0.9664,219618.0,9.96,
11487,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cbb39fe-0b2f-4ae7-89b0-39ad98eb4e87.webm,0.9855,145530.0,6.6,
11488,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cbbcbdb-bf02-4d06-96e7-8960b9bdc44c.webm,0.9038,46305.0,2.1,
11490,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cc4dca0-75c8-4949-87ea-b8df99a3888b.webm,0.8853,218295.0,9.9,
11497,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ce8298a-a2b8-4aca-a546-faae6c97014c.webm,0.9867,209034.0,9.48,
11501,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cf22896-99e7-447e-9a7e-bbbbf65ed3f3.webm,0.7748,219618.0,9.96,
11504,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cf6df03-5c3f-4009-adf3-1b9d9c06333b.webm,0.9864,206388.0,9.36,
11506,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8cfcf096-9771-4a8d-834d-18e82c13966f.webm,0.9106,216972.0,9.84,
11513,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d2b948c-d7e4-4077-b1d8-8671fb27d272.webm,0.8926,215649.0,9.78,
11515,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d313bfe-cd8e-465c-9275-cff2028f0704.webm,0.8436,85995.0,3.9,
11517,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d351620-dbb1-40c1-8226-7e604bed02f0.wav,0.9336,163840.0,7.4304,
11518,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d356fbd-1186-481a-a1c3-e8d2043ac3ac.webm,0.8852,219618.0,9.96,
11524,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d4d406b-5baf-4af7-b074-9059362d7416.webm,0.9945,219618.0,9.96,
11525,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d553d2b-0679-4122-9502-ac2f14c83513.webm,0.9946,214326.0,9.72,
11528,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d63edd9-68d6-4d83-9a3a-0395cf6f36c9.wav,0.9894,108192.0,4.9067,
11532,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d78994b-5b9e-4677-bc94-48c2f24a291a.wav,0.9825,199680.0,9.0558,
11533,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d7ce88f-8f06-4908-a29b-457413518a90.webm,0.7215,202419.0,9.18,
11541,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d8d1546-7156-4b74-8f46-4f4760ae096d.webm,0.9061,201096.0,9.12,
11545,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d959763-da0c-4860-a7ee-4b5b434dbee7.webm,0.9911,154791.0,7.02,
11550,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8d9dc4c2-4ee9-4237-92a1-7e9f76b0614e.wav,0.8427,224381.0,10.176,
11551,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8da1870f-5040-40e4-be24-026b3594d4c6.webm,0.9723,211680.0,9.6,
11552,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8da24390-f922-45b9-b0e1-8db4bf8678a0.webm,0.9362,219618.0,9.96,
11560,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8dc51507-c198-46f1-bdb2-bcb747707a29.webm,0.9634,201096.0,9.12,
11566,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8dd8b3be-0a01-487a-affa-098d5bc66b39.webm,0.916,218295.0,9.9,
11569,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8de9841e-d3b5-42cb-9134-2d87e32ea9bb.webm,0.9721,205065.0,9.3,
11570,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8de9b493-631b-49e2-aebb-79c1826cbdd7.webm,0.893,211680.0,9.6,
11588,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e3e3af2-e6bb-44f1-8fa2-545e5951e0ed.webm,0.9885,173313.0,7.86,
11592,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e468331-2d4b-4d3f-9206-48c7974f8db2.webm,0.7907,82026.0,3.72,
11594,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e483ad0-de10-4eec-8d5f-50ce528b1854.webm,0.9515,215649.0,9.78,
11597,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e52a5fe-a549-478d-8f3b-a5cfd2113c73.ogg,0.7459,220500.0,10.0,
11599,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e5529fc-97de-4cc8-86c9-22bb63c3f2d6.wav,0.9011,220148.0,9.984,
11600,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e57236c-1183-4def-be4d-7881baeb2be5.webm,0.9959,129654.0,5.88,
11602,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e5a24f9-4d6b-4b8d-948f-51b9b6b56708.wav,0.9918,195216.0,8.8533,
11604,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e5ea21a-0113-4e9a-88a8-4ef22cda7ae1.wav,0.9776,51744.0,2.3467,
11608,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e68e710-e830-4571-b46f-e47213624898.webm,0.8885,173313.0,7.86,
11611,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e6df6a4-ce26-41ac-96ee-391326d7fa0f.webm,0.9935,216972.0,9.84,
11617,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e84fd64-e821-4d3a-8b8a-29300f52584d.wav,0.9918,39984.0,1.8133,
11620,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e89f80a-a9e3-4e6e-b7d4-495fd240e953.webm,0.9659,219618.0,9.96,
11624,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8e9c48c6-2062-4e3f-b61b-1a9450b004d8.webm,0.7873,215649.0,9.78,
11632,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ead4081-8b02-4073-850e-b378a46c5eab.ogg,0.8829,220324.0,9.992,
11639,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ec74734-96c9-4612-9ff5-2f29c0a1886c.webm,0.9841,169344.0,7.68,
11640,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ec96bf7-c9a0-4af4-b524-69ee727205f8.webm,0.929,179928.0,8.16,
11645,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8edfd00e-6b7e-4388-857f-0853ec737e66.webm,0.7907,219618.0,9.96,
11646,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ee13cff-52cf-41af-891b-41bfd351ea90.webm,0.8807,219618.0,9.96,
11647,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ee52e9b-142c-4817-b732-b369199fa024.webm,0.8234,213003.0,9.66,
11650,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8eee6b1f-3218-4653-8bf7-b98a0a6d1a45.wav,0.8124,220148.0,9.984,
11653,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ef63129-6889-4095-8e2f-562ddee8069e.webm,0.7144,218295.0,9.9,
11656,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8eff2ac2-d5d3-43d9-bf7f-1cd0fa33fe4b.webm,0.9554,218295.0,9.9,
11658,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f016f2b-6f3c-4b58-8045-16d13cdfbe7c.webm,0.6619,21168.0,0.96,
11659,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f030f8a-6f0b-4e8d-8261-1652f3809daf.webm,0.9869,218295.0,9.9,
11662,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f11bc64-ced3-4907-9ad3-6471d85cb25e.webm,0.9961,214326.0,9.72,
11663,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f131d1a-4f4b-43b5-a7c7-f7c70d0464e3.webm,0.6826,39690.0,1.8,
11664,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f137b3a-c6a7-452b-98f5-9a955374dcc6.webm,0.8826,218295.0,9.9,
11670,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f329a2d-f767-4fb9-af6c-4143ca5b68e3.webm,0.7876,218295.0,9.9,
11672,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f3e3758-c1ae-4134-a0be-a99438d3e2c7.wav,0.9613,162288.0,7.36,
11674,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f3fb4b6-3074-41e7-b6e7-2fbd30daf08f.webm,0.8365,55566.0,2.52,
11680,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f485fee-09ab-49be-85a5-e19974fe1c47.webm,0.9692,99225.0,4.5,
11694,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f7d8f15-6f3e-424b-93a4-ebe7d1627289.webm,0.9574,215649.0,9.78,
11695,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f803842-9514-4914-987f-a807e908cad1.webm,0.8025,219618.0,9.96,
11696,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f80ce23-e929-403a-9237-89a024908497.webm,0.7642,111132.0,5.04,
11698,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f95a664-983c-4179-87c9-2d7c81b0130d.webm,0.9174,218295.0,9.9,
11699,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8f970fca-9470-46f2-9e32-91ec5a7471ad.webm,0.9453,215649.0,9.78,
11704,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8faf46ec-d2c7-482e-a6b0-c3fe82ffba54.webm,0.9965,165375.0,7.5,
11705,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fb41d4e-8ca6-4896-bb39-045cae54e7de.webm,0.8643,93933.0,4.26,
11709,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fbfd8eb-ce4e-4c67-8033-2f0a1e7ed457.webm,0.8861,216972.0,9.84,
11712,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fc4db57-635e-4f38-ade1-b540c4587109.webm,0.8911,216972.0,9.84,
11713,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fc64273-ec0a-45e6-be9e-9993e31f22d3.webm,0.9875,199773.0,9.06,
11715,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fd1efb8-1aa4-40bf-8e06-56d235023ad7.webm,0.7643,158760.0,7.2,
11716,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fd548f8-983a-4a66-bf78-7582bb556c51.webm,0.6808,144207.0,6.54,
11717,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fdbfc84-8bfd-431a-9df1-65235a4d38f4.webm,0.9969,215649.0,9.78,
11718,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fdccd20-9851-4dd9-9bce-1256982f8e20.webm,0.6809,219618.0,9.96,
11719,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8fe1c06b-a0d9-431a-bc8b-b3d8f30a88a1.webm,0.6585,211680.0,9.6,
11723,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8feaa919-2f88-4c26-8420-55e235831a64.webm,0.8469,168021.0,7.62,
11725,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/8ff8e67d-d443-44d6-ba87-3c0d8bfdfcbd.webm,0.9931,218295.0,9.9,
11727,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9003f67c-6d70-4bb5-9029-18d9209b6056.wav,0.8755,110544.0,5.0133,
11732,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90120a9b-ee30-4bef-b649-c725c986312e.webm,0.9361,48951.0,2.22,
11733,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9015a21f-1996-4cfe-abc3-ad1717390e94.webm,0.9909,219618.0,9.96,
11735,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90229ed2-857b-43c9-b7f4-f16ebd8e87a8.webm,0.9783,82026.0,3.72,
11737,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/902b88b2-581e-4ae7-8d14-47ed991b6955.wav,0.986,92199.0,4.1814,
11738,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/902ba644-82e1-45db-92d7-1c317ed9a1ba.webm,0.9329,215649.0,9.78,
11741,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9033c0d9-33ce-4471-803b-32e055d53b7f.webm,0.9953,219618.0,9.96,
11751,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90446acf-4099-448e-8042-fc612221e51e.wav,0.9009,62564.0,2.8374,
11756,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/904df4a3-ecb0-4016-8e9a-50a4e0b58b06.wav,0.9129,221559.0,10.048,
11760,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/905c8cd3-3401-4ba9-aea0-1dfbfa43b3f4.webm,0.9855,215649.0,9.78,
11762,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9061fd1a-7afc-43b9-97a2-f2378eec9a82.webm,0.771,218295.0,9.9,
11763,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/906609ba-f299-4be8-b458-afa148608001.webm,0.962,218295.0,9.9,
11767,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/906b9648-5c9f-4fc1-83bf-9e9ea0aa7f30.webm,0.8955,218295.0,9.9,
11768,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/906c7016-32a8-4f21-93f3-5e69163e4e86.webm,0.9957,216972.0,9.84,
11779,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/909340de-f2b6-470b-b72e-e19dda207e05.webm,0.9458,89964.0,4.08,
11782,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90a67a36-5d53-40fb-9339-dfc87c40280d.webm,0.8371,210357.0,9.54,
11788,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90b7a730-4682-4efe-9b6e-b477e519980d.webm,0.9871,219618.0,9.96,
11790,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90bd97d2-4274-4045-9f2f-e07283457299.wav,0.9685,220148.0,9.984,
11794,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90c795a1-dceb-489b-8b09-5b56a1261eb1.webm,0.9965,83349.0,3.78,
11798,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90c9fcf9-bfa3-48dc-b12a-456d2e2f29ce.webm,0.8104,216972.0,9.84,
11800,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90ce87cd-57ba-425f-8a26-ea8ad7daedd4.webm,0.8813,218295.0,9.9,
11803,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90d45ec4-b353-4dfb-9268-3e8cbd01d04c.webm,0.8658,215649.0,9.78,
11804,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90d53126-49b6-4fbf-be2e-19f3ffb1b397.webm,0.774,216972.0,9.84,
11815,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90f28d1b-16c3-48b6-9fc8-423da4b43f91.webm,0.9814,219618.0,9.96,
11819,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/90fa29a2-4c4c-4f10-8b71-0c7ad015cda5.webm,0.9793,211680.0,9.6,
11824,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/910666b8-466d-4e9a-a620-d4603a1982c5.webm,0.9789,206388.0,9.36,
11825,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/910af517-a902-440d-8432-7c4e84ec4cb0.webm,0.7727,216972.0,9.84,
11827,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91115049-94b5-4c96-96c0-d0d83c923699.webm,0.9899,219618.0,9.96,
11832,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91243e44-df7a-48e7-84f6-a7757cd8d05b.webm,0.9972,203742.0,9.24,
11835,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/912cd93e-8640-4103-bf06-b5998d5fd1c0.ogg,0.7393,220912.0,10.0187,
11839,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/913565a2-76f3-4e5c-b8ab-e0f5a773e75e.webm,0.9583,216972.0,9.84,
11840,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/913750df-3865-4ff7-a09e-15e112bf8114.webm,0.9563,218295.0,9.9,
11847,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91507052-e21b-4268-8e68-86f1758f5823.webm,0.9698,211680.0,9.6,
11863,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/917474f9-e4b7-4b77-b0e1-83c5786ea57b.webm,0.9831,215649.0,9.78,
11865,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9178f1a2-a149-493b-8ac4-ed53fa695d1a.webm,0.9179,219618.0,9.96,
11866,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91799073-d8d3-484a-b466-e89655c532c5.webm,0.8843,149499.0,6.78,
11867,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91799f1d-b2c5-4180-9d82-2ed800fd117e.webm,0.8364,23814.0,1.08,
11870,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/918737f9-0a1b-4176-9ffa-c0707d28f253.webm,0.9422,115101.0,5.22,
11873,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/919fe27f-87a9-432e-b0e7-64c923a5db7b.webm,0.8621,218295.0,9.9,
11874,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91a33d9c-a18a-45ec-81a8-a5485dcd4bc3.webm,0.9541,92610.0,4.2,
11880,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91c2c4f4-bdcf-4dd6-9523-519d7238b707.webm,0.902,218295.0,9.9,
11885,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91d47856-c83f-4f50-ae4b-e8c045ae5722.webm,0.9956,216972.0,9.84,
11886,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91d9c321-7371-4a0c-af3d-398542cb9c4c.webm,0.8836,215649.0,9.78,
11889,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91e022f3-28fb-47eb-833d-ddf2240547a2.webm,0.9764,216972.0,9.84,
11891,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91e91fae-a111-4143-92c1-46b841db99f8.webm,0.9797,214326.0,9.72,
11892,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91ea7d87-5d35-4b08-890a-1200d0f11c65.webm,0.7872,101871.0,4.62,
11893,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91eb069c-8055-42d5-b608-d14db8ade276.webm,0.7074,39690.0,1.8,
11895,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91f4cf1d-11c6-4332-ba2f-5508932b8a7b.webm,0.8597,148176.0,6.72,
11896,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91f958fb-21e8-488e-acc6-65c8301d6100.webm,0.997,189189.0,8.58,
11897,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/91fd1f12-377a-4cae-8060-43cf777beb5a.wav,0.9814,222029.0,10.0693,
11898,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9200b2ad-0d5c-4651-a9b7-957ce7474f5f.webm,0.8094,216972.0,9.84,
11901,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/920885a3-5b58-4e1b-b579-d882df5f00d5.webm,0.7547,213003.0,9.66,
11902,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92093dcd-f4e3-4d03-8690-2634e457a7d4.webm,0.9465,219618.0,9.96,
11905,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/920e4140-2c5e-4374-8f86-9f81d309ee26.webm,0.9643,215649.0,9.78,
11906,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9210717d-05e6-40ef-b491-20001999a9eb.webm,0.9952,198450.0,9.0,
11910,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9215e8eb-d60a-4bea-b045-d17351cac55b.webm,0.9619,218295.0,9.9,
11911,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9217a220-e220-4b20-bfb5-40285fa36a34.webm,0.6672,215649.0,9.78,
11912,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/921e6f3c-1922-445b-80f6-e9f4ad33d07a.webm,0.9848,195804.0,8.88,
11913,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92244fb1-e828-4baa-bbd9-9775c0beeda3.webm,0.8573,214326.0,9.72,
11914,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92292c2a-4e2e-45cc-b19f-a26e128dd985.webm,0.9358,219618.0,9.96,
11916,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/922d1369-8062-47ca-a980-41f7fa4816c8.webm,0.8269,80703.0,3.66,
11920,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/923e47c4-5069-4b0f-a3ae-9949d55e0621.webm,0.8518,213003.0,9.66,
11927,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/9255b8a3-43a2-4c4d-a858-9ddc45bb506b.webm,0.9668,162729.0,7.38,
11932,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/925d808c-21c8-426b-b668-5f6cea65c561.webm,0.7473,67473.0,3.06,
11938,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/926da58c-1a08-4b67-9cda-a6c411209f8f.webm,0.9975,117747.0,5.34,
11942,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92827b7e-751d-49bb-b928-27875fe09525.ogg,0.9021,220265.0,9.9893,
11944,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92843afa-4fa4-431e-8729-81873ebcbc58.webm,0.9848,215649.0,9.78,
11945,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92844d74-de3d-4f44-b98b-c23e252d1404.webm,0.9662,215649.0,9.78,
11949,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92983b03-18b8-4d2f-9b14-611e16244ab6.webm,0.9857,169344.0,7.68,
11950,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/929849b6-d029-438f-bf3d-dda8fd500790.webm,0.935,216972.0,9.84,
11956,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92a93562-099e-42a7-acd7-1ccabebbcdd3.webm,0.988,218295.0,9.9,
11960,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92b0f3d1-7428-4632-8cf8-f5d4d6f8cc48.webm,0.8997,218295.0,9.9,
11968,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92c4e553-8b41-4c02-b4f9-8f3874978297.webm,0.9244,216972.0,9.84,
11969,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92c58fc8-1cc1-4fb3-b579-cca71dea4ca5.webm,0.9042,218295.0,9.9,
11977,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/92dcb315-edd8-4b61-9539-a65adbd766ce.webm,0.6926,144207.0,6.54,
